$GPYBM,SN10086413,081058.20,+32.031672574,+120.915337161,15.241,267.888,-1.497,0.010,0.454,0.015,0.454,3545730.854,586464.960,1876.419,2121.119,4,4,28,1,0099,0.758,26,*73

$GPYBM,SN10086413,081058.30,+32.031672575,+120.915337609,15.237,268.312,-1.744,0.006,0.440,0.048,0.440,3545730.855,586465.002,1876.419,2121.161,4,4,28,1,0099,0.769,26,*7E

$GPYBM,SN10086413,081058.40,+32.031672619,+120.915338051,15.236,268.073,-1.641,0.046,0.426,0.036,0.428,3545730.860,586465.044,1876.424,2121.203,4,4,28,1,0099,0.772,26,*71

$GPYBM,SN10086413,081058.50,+32.031672674,+120.915338457,15.236,267.342,-1.482,0.065,0.390,0.018,0.396,3545730.866,586465.082,1876.430,2121.241,4,4,28,2,0099,0.762,26,*72

$GPYBM,SN10086413,081058.60,+32.031672688,+120.915338917,15.237,267.069,-1.240,0.028,0.429,-0.001,0.430,3545730.868,586465.126,1876.432,2121.284,4,4,28,2,0099,0.753,26,*52

$GPYBM,SN10086413,081058.70,+32.031672724,+120.915339408,15.231,267.540,-1.462,0.042,0.463,0.057,0.464,3545730.873,586465.172,1876.436,2121.331,4,4,28,2,0099,0.761,26,*74

$GPYBM,SN10086413,081058.80,+32.031672726,+120.915340006,15.221,267.554,-1.616,0.012,0.559,0.103,0.559,3545730.873,586465.228,1876.436,2121.387,4,4,28,2,0099,0.757,26,*7E

$GPYBM,SN10086413,081058.90,+32.031672761,+120.915340546,15.222,268.023,-1.589,0.038,0.523,0.017,0.525,3545730.878,586465.279,1876.440,2121.438,4,4,27,2,0099,0.766,26,*7B

$GPYBM,SN10086413,081059.00,+32.031672808,+120.915341088,15.222,267.925,0.857,0.053,0.520,0.008,0.523,3545730.883,586465.331,1876.445,2121.489,4,4,27,2,0099,0.733,26,*57

$GPYBM,SN10086413,081059.10,+32.031672834,+120.915341680,15.214,267.889,1.931,0.034,0.563,0.078,0.564,3545730.887,586465.386,1876.448,2121.545,4,4,27,2,0099,0.732,26,*52

$GPYBM,SN10086413,081059.20,+32.031672875,+120.915342249,15.218,267.666,-0.448,0.046,0.546,-0.015,0.548,3545730.892,586465.440,1876.453,2121.599,4,4,28,2,0099,0.718,26,*55

$GPYBM,SN10086413,081059.30,+32.031672858,+120.915342852,15.218,267.914,-0.802,-0.011,0.572,-0.000,0.572,3545730.890,586465.497,1876.451,2121.656,4,4,28,2,0099,0.720,26,*77

$GPYBM,SN10086413,081059.40,+32.031672908,+120.915343545,15.213,268.379,-0.767,0.053,0.657,0.039,0.659,3545730.896,586465.563,1876.456,2121.722,4,4,28,1,0099,0.731,26,*7F

$GPYBM,SN10086413,081059.50,+32.031672928,+120.915344307,15.204,268.339,-0.654,0.028,0.723,0.086,0.724,3545730.899,586465.635,1876.459,2121.794,4,4,28,2,0099,0.738,25,*7D

$GPYBM,SN10086413,081059.60,+32.031672910,+120.915345063,15.209,268.014,-0.486,-0.016,0.749,-0.021,0.749,3545730.898,586465.706,1876.456,2121.865,4,4,28,2,0099,0.725,25,*7C

$GPYBM,SN10086413,081059.70,+32.031672934,+120.915345750,15.203,268.224,-0.333,0.019,0.664,0.054,0.664,3545730.901,586465.771,1876.459,2121.930,4,4,28,2,0099,0.726,25,*7F

$GPYBM,SN10086413,081059.80,+32.031672930,+120.915346476,15.207,268.299,-0.390,-0.007,0.688,-0.039,0.688,3545730.901,586465.839,1876.459,2121.998,4,4,28,2,0099,0.735,25,*7C

$GPYBM,SN10086413,081059.90,+32.031672925,+120.915347164,15.210,268.292,-0.520,-0.004,0.650,-0.028,0.650,3545730.901,586465.904,1876.458,2122.063,4,4,28,2,0099,0.745,25,*7A

$GPYBM,SN10086413,081100.00,+32.031672949,+120.915347839,15.218,267.739,-0.370,0.024,0.644,-0.095,0.645,3545730.904,586465.968,1876.461,2122.127,4,4,27,2,0099,0.738,24,*5D

$GPYBM,SN10086413,081100.10,+32.031672966,+120.915348573,15.215,268.046,-0.264,0.024,0.699,0.022,0.699,3545730.907,586466.038,1876.463,2122.197,4,4,27,1,0099,0.736,23,*7B

$GPYBM,SN10086413,081100.20,+32.031672967,+120.915349410,15.218,268.145,-0.445,0.008,0.812,-0.015,0.812,3545730.908,586466.117,1876.463,2122.276,4,4,27,1,0099,0.738,24,*57

$GPYBM,SN10086413,081100.30,+32.031672985,+120.915350198,15.225,268.443,-0.539,0.017,0.775,-0.058,0.775,3545730.910,586466.191,1876.465,2122.350,4,4,27,1,0099,0.738,24,*53

$GPYBM,SN10086413,081100.40,+32.031673031,+120.915351043,15.216,268.007,-0.377,0.055,0.821,0.057,0.823,3545730.916,586466.271,1876.470,2122.430,4,4,27,1,0099,0.735,24,*78

$GPYBM,SN10086413,081100.50,+32.031673057,+120.915351804,15.225,268.070,-0.416,0.033,0.724,-0.064,0.725,3545730.920,586466.343,1876.473,2122.502,4,4,28,2,0099,0.727,25,*54

$GPYBM,SN10086413,081100.60,+32.031673087,+120.915352628,15.210,268.778,-0.529,0.037,0.787,0.159,0.788,3545730.924,586466.420,1876.476,2122.580,4,4,28,2,0099,0.727,25,*7C

$GPYBM,SN10086413,081100.70,+32.031673042,+120.915353413,15.223,268.959,-0.804,-0.059,0.741,-0.090,0.743,3545730.919,586466.495,1876.471,2122.654,4,4,28,2,0099,0.729,24,*73

$GPYBM,SN10086413,081100.80,+32.031673056,+120.915354224,15.222,269.340,-0.868,0.009,0.780,0.002,0.780,3545730.921,586466.571,1876.473,2122.730,4,4,27,2,0099,0.735,24,*7B

$GPYBM,SN10086413,081100.90,+32.031673072,+120.915355112,15.226,268.639,-0.716,0.017,0.849,-0.055,0.849,3545730.924,586466.655,1876.475,2122.814,4,4,27,2,0099,0.737,24,*5E

$GPYBM,SN10086413,081101.00,+32.031673068,+120.915355911,15.231,268.277,-0.352,0.001,0.775,-0.041,0.775,3545730.924,586466.731,1876.474,2122.890,4,4,27,1,0099,0.735,24,*57

